cocktail.name,ingredient,measure,row
why not?,dry vermouth,14.75,201
why not?,lemon juice,0.9,202
whoop juice,vodka,10,203
whoop juice,everclear,10,204
whoop juice,fruit punch,355,205
whoop juice,lemonade,355,206
whoop juice,limeade,355,207
whoop juice,7-up,946,208
whitecap margarita,ice,257,209
whitecap margarita,tequila,59,210
whitecap margarita,cream of coconut,64.25,211
whitecap margarita,lime juice,33.3,212
white way cocktail,gin,44.25,213
white way cocktail,white creme de menthe,22.125,214
white spider #2,sour mix,29.5,215
white spider #2,gin,29.5,216
white spider #2,cointreau,14.75,217
white spider #1,vodka,29.5,218
white spider #1,white creme de menthe,29.5,219
white russian,vodka,59,220
white russian,coffee liqueur,29.5,221
white russian,light cream,100,222
white out,peppermint schnapps,59,223
white out,cointreau,29.5,224
white out,cognac,29.5,225
white mess,white rum,29.5,226
white mess,creme de cassis,29.5,227
white mess,root beer schnapps,29.5,228
white mess,malibu rum,29.5,229
white mess,heavy cream,29.5,230
white lion cocktail,light rum,44.25,231
white lion cocktail,lemon,5,232
white lion cocktail,grenadine,1.85,233
white lion cocktail,powdered sugar,3.7,234
white lion cocktail,bitters,1.8,235
white lily cocktail,light rum,22.125,236
white lily cocktail,gin,22.125,237
white lily cocktail,triple sec,22.125,238
white lily cocktail,anisette,0.925,239
white lightening,lemon vodka,59,240
white lightening,lemonade,295,241
white lady,gin,59,242
white lady,egg white,10,243
white lady,light cream,29.5,244
white lady,sugar,3.7,245
white heart,sambuca,14.75,246
white heart,creme de cacao,14.75,247
white heart,cream,59,248
whisky mac,scotch,44.25,249
whisky mac,wine,29.5,250
whiskey sour old-fashioned,whiskey,44.25,251
whiskey sour old-fashioned,sour mix,147.5,252
whiskey sour old-fashioned,maraschino cherry juice,11.1,253
whiskey sour old-fashioned,bitters,1.8,254
whiskey sour,blended whiskey,59,255
whiskey sour,lemon,5,256
whiskey sour,powdered sugar,1.85,257
whiskey sour,cherry,10,258
whiskey sour,lemon,5,259
whiskey rickey,blended whiskey,44.25,260
whiskey rickey,lime,5,261
whiskey rickey,carbonated water,100,262
whiskey rickey,lime,100,263
whiskey milk punch,blended whiskey,59,264
whiskey milk punch,powdered sugar,3.7,265
whiskey milk punch,milk,236,266
whiskey milk punch,nutmeg,100,267
whiskey manhattan,whiskey,44.25,268
whiskey manhattan,sweet vermouth,44.25,269
whiskey highball,blended whiskey,59,270
whiskey highball,carbonated water,100,271
whiskey highball,lemon peel,100,272
whiskey flip,blended whiskey,44.25,273
whiskey flip,light cream,7.4,274
whiskey flip,powdered sugar,3.7,275
whiskey flip,egg,10,276
whiskey flip,nutmeg,100,277
whiskey fix,blended whiskey,73.75,278
whiskey fix,lemon,5,279
whiskey fix,powdered sugar,3.7,280
whiskey fix,lemon,10,281
whiskey eggnog,blended whiskey,59,282
whiskey eggnog,powdered sugar,3.7,283
whiskey eggnog,egg,10,284
whiskey eggnog,milk,147.5,285
whiskey eggnog,nutmeg,100,286
whiskey collins,blended whiskey,59,287
whiskey collins,powdered sugar,3.7,288
whiskey collins,lemon,5,289
whiskey collins,carbonated water,100,290
whiskey collins,cherry,100,291
whiskey collins,orange,100,292
whiskey cocktail,blended whiskey,59,293
whiskey cocktail,sugar syrup,3.7,294
whiskey cocktail,bitters,0.9,295
whiskey cocktail,cherry,10,296
whippet,vodka,30,297
whippet,orange juice,100,298
whippet,raspberry cordial,100,299
whip cocktail,sweet vermouth,14.75,300
whip cocktail,dry vermouth,14.75,301
whip cocktail,brandy,44.25,302
whip cocktail,triple sec,3.7,303
whip cocktail,anis,0.925,304
what the hell,dry vermouth,29.5,305
what the hell,gin,29.5,306
what the hell,apricot brandy,29.5,307
what the hell,lemon juice,0.9,308
what she's having,absolut citron,59,309
what she's having,orange juice,118,310
what she's having,amaretto,29.5,311
what she's having,grenadine,3.7,312
wet snatch,ice,147.5,313
wet snatch,tequila,88.5,314
wet snatch,vanilla syrup,29.5,315
wet snatch,coconut milk,59,316
wet snatch,raspberry juice,29.5,317
wet snatch,pineapple juice,59,318
wet dream,amaretto,14.75,319
wet dream,blue curacao,7.375,320
wet dream,creme de banane,7.375,321
wet dream,sweet and sour,7.375,322
wet dream,pineapple juice,3.7,323
wet dream,chambord raspberry liqueur,7.375,324
wet back,kahlua,14.75,325
wet back,tequila,14.75,326
western rose,apricot brandy,14.75,327
western rose,dry vermouth,14.75,328
western rose,gin,29.5,329
western rose,lemon juice,0.925,330
wembly cocktail,gin,44.25,331
wembly cocktail,dry vermouth,22.125,332
wembly cocktail,apricot brandy,0.925,333
wembly cocktail,apple brandy,1.85,334
welcome delight,orange juice,118,335
welcome delight,vodka,88.5,336
welcome delight,white wine,177,337
welcome delight,sprite,177,338
weep-no-more cocktail,dubonnet rouge,22.125,339
weep-no-more cocktail,brandy,22.125,340
weep-no-more cocktail,maraschino liqueur,0.925,341
weep-no-more cocktail,lime,5,342
wedding belle cocktail,dubonnet rouge,22.125,343
wedding belle cocktail,gin,22.125,344
wedding belle cocktail,cherry brandy,5.55,345
wedding belle cocktail,orange juice,5.55,346
webster cocktail,apricot brandy,5.55,347
webster cocktail,dry vermouth,14.75,348
webster cocktail,gin,29.5,349
webster cocktail,lime,5,350
weakness,goldschlager,29.5,351
weakness,rumple minze,29.5,352
weakness,151 proof rum,29.5,353
weakness,jägermeister,29.5,354
wave runner (a.k.a. rave gunner),light rum,59,355
wave runner (a.k.a. rave gunner),cranberry juice,59,356
wave runner (a.k.a. rave gunner),sprite,100,357
watermelon shooter #4,southern comfort,59,358
watermelon shooter #4,pineapple juice,59,359
watermelon shooter #4,cranberry juice,29.5,360
watermelon shooter #4,sweet and sour,7.375,361
watermelon shooter #3,pineapple juice,100,362
watermelon shooter #3,jack daniels,100,363
watermelon shooter #3,ice,100,364
watermelon shooter #3,grenadine,100,365
watermelon shooter #2,southern comfort,44.25,366
watermelon shooter #2,amaretto,14.75,367
watermelon shooter #2,pineapple juice,3.7,368
watermelon shooter #1,southern comfort,14.75,369
watermelon shooter #1,amaretto,14.75,370
watermelon shooter #1,creme de noyaux,14.75,371
watermelon shooter #1,sweet and sour,14.75,372
watermelon crawl,southern comfort,3.33333333333333,373
watermelon crawl,amaretto,44.25,374
watermelon crawl,watermelon schnapps,3.33333333333333,375
watermelon crawl,orange juice,100,376
watermelon crawl,pineapple juice,100,377
watermelon,strawberry liqueur,29.5,378
watermelon,vodka,29.5,379
watermelon,sweet and sour,29.5,380
watermelon,orange juice,29.5,381
water (the original),water,100,382
washington cocktail,dry vermouth,44.25,383
washington cocktail,brandy,22.125,384
washington cocktail,sugar syrup,1.85,385
washington cocktail,bitters,1.8,386
warsaw cocktail,vodka,44.25,387
warsaw cocktail,dry vermouth,14.75,388
warsaw cocktail,blackberry brandy,14.75,389
warsaw cocktail,lemon juice,3.7,390
warped thursday,cherry cola,177,391
warped thursday,vodka,147.5,392
warped thursday,kool-aid,2.5,393
warp core breach,goldschlager,14.75,394
warp core breach,tequila,14.75,395
warp core breach,jack daniels,14.75,396
warm witch's blood,apple-cranberry juice,1028,397
warm witch's blood,orange juice,514,398
warm witch's blood,cloves,3.7,399
warm witch's blood,cinnamon,10,400
warm witch's blood,allspice,30,401
warm witch's blood,sugar,11.1,402
ward eight,blended whiskey,59,403
ward eight,lemon,5,404
ward eight,grenadine,3.7,405
ward eight,powdered sugar,3.7,406
ward eight,orange,10,407
ward eight,cherry,10,408
wallick cocktail,gin,44.25,409
wallick cocktail,dry vermouth,44.25,410
wallick cocktail,triple sec,3.7,411
walker's revenge,light rum,44.25,412
walker's revenge,dark rum,44.25,413
walker's revenge,iced tea,100,414
waikiki beachcomber,triple sec,22.125,415
waikiki beachcomber,gin,22.125,416
waikiki beachcomber,pineapple juice,11.1,417
wahoo,151 proof rum,29.5,418
wahoo,amaretto,29.5,419
vulcan mind meld,ouzo,29.5,420
vulcan mind meld,151 proof rum,29.5,421
vulcan mind-probe,ouzo,14.75,422
vulcan mind-probe,151 proof rum,14.75,423
voodoo dew,151 proof rum,88.5,424
voodoo dew,mountain dew,355,425
volvo,cointreau,10,426
volvo,grand marnier,10,427
volvo,vodka,10,428
volvo,cognac,10,429
volvo,apricot brandy,10,430
volga boatman,orange,5,431
volga boatman,vodka,88.5,432
volga boatman,kirschwasser,3.7,433
volga boatman,ice,30,434
vodkalenius,vodka,118,435
vodkalenius,grenadine,14.75,436
vodkalenius,pineapple juice,118,437
vodkalenius,lingonberry jam,11.1,438
vodka stinger,white creme de menthe,29.5,439
vodka stinger,vodka,29.5,440
vodka sling,vodka,59,441
vodka sling,lemon,5,442
vodka sling,powdered sugar,3.7,443
vodka sling,water,3.7,444
vodka sling,orange peel,150,445
vodka salty dog,grapefruit juice,147.5,446
vodka salty dog,vodka,44.25,447
vodka salty dog,salt,0.925,448
vodka russian,vodka,59,449
vodka russian,schweppes russchian,100,450
vodka orange,absolut vodka,29.5,451
vodka orange,orange juice,59,452
vodka martini,vodka,44.25,453
vodka martini,dry vermouth,22.125,454
vodka martini,olive,10,455
vodka kick,vodka,2.5,456
vodka kick,ginger ale,7.5,457
vodka kick,lime,100,458
vodka grasshopper,green creme de menthe,22.125,459
vodka grasshopper,creme de cacao,22.125,460
vodka grasshopper,vodka,22.125,461
vodka gimlet,lime juice cordial,29.5,462
vodka gimlet,vodka,44.25,463
vodka gimlet,powdered sugar,3.7,464
vodka fizz,vodka,59,465
vodka fizz,half-and-half,59,466
vodka fizz,limeade,59,467
vodka fizz,ice,100,468
vodka fizz,nutmeg,100,469
vodka collins,vodka,59,470
vodka collins,lemon,5,471
vodka collins,powdered sugar,3.7,472
vodka collins,carbonated water,100,473
vodka collins,cherry,100,474
vodka collins,orange,100,475
vodka bitter lemon,vodka,59,476
vodka bitter lemon,bitter lemon,100,477
vodka and tonic,vodka,59,478
vodka and tonic,tonic water,100,479
vodka and apple juice,vodka,59,480
vodka and apple juice,apple juice,100,481
vodka & schweppes,vodka,40,482
vodka & schweppes,bitter lemon,100,483
vodka & schweppes,ice,120,484
"vodka ""7""",vodka,59,485
"vodka ""7""",lime,5,486
"vodka ""7""",lemon-lime soda,100,487
"vodka ""7""",lime,100,488
viva villa,tequila,44.25,489
viva villa,lime,10,490
viva villa,sugar,3.7,491
vit ryss,vodka,40,492
vit ryss,kahlua,20,493
vit ryss,milk,140,494
viscous robert,angostura bitters,29.5,495
viscous robert,southern comfort,0.9,496
viscous robert,lemon peel,150,497
virulent death,blue curacao,29.5,498
virulent death,yukon jack,29.5,499
virulent death,galliano,29.5,500
virgin manhattan,cranberry juice,64.25,501
virgin manhattan,orange juice,64.25,502
virgin manhattan,maraschino cherry juice,1.85,503
virgin manhattan,lemon juice,0.925,504
virgin manhattan,orange bitters,0.9,505
violent fuck,curacao,29.5,506
violent fuck,sloe gin,14.75,507
violent fuck,sour mix,5,508
violent fuck,orange juice,5,509
violent fuck,ice,100,510
vincent vega,absolut citron,2.5,511
vincent vega,apple juice,7.5,512
vik 'n' rum,iced tea,354,513
vik 'n' rum,malibu rum,132.75,514
victory collins,vodka,44.25,515
victory collins,lemon juice,88.5,516
victory collins,grape juice,88.5,517
victory collins,powdered sugar,3.7,518
victory collins,orange,10,519
victor,gin,44.25,520
victor,sweet vermouth,14.75,521
victor,brandy,14.75,522
vicious sid,light rum,44.25,523
vicious sid,southern comfort,14.75,524
vicious sid,triple sec,14.75,525
vicious sid,lemon juice,29.5,526
vicious sid,bitters,0.9,527
vibrator,southern comfort,59,528
vibrator,bailey's irish cream,29.5,529
veterinary,grain alcohol,29.5,530
veterinary,lime juice,59,531
veterinary,sprite,88.5,532
veteran,dark rum,59,533
veteran,cherry brandy,14.75,534
vesuvio,light rum,29.5,535
vesuvio,sweet vermouth,14.75,536
vesuvio,lemon,5,537
vesuvio,powdered sugar,3.7,538
vesuvio,egg white,10,539
vermouth cassis,dry vermouth,44.25,540
vermouth cassis,creme de cassis,22.125,541
vermouth cassis,carbonated water,100,542
verboten,gin,44.25,543
verboten,forbidden fruit,11.1,544
verboten,lemon juice,11.1,545
verboten,orange juice,11.1,546
verboten,cherry,10,547
venom,gin,73.75,548
venom,cocoa powder,11.1,549
venom,sugar,22.2,550
velvet presley,bourbon,88.5,551
velvet presley,chocolate milk,100,552
velvet hammer #2,creme de cacao,11.1,553
velvet hammer #2,vodka,44.25,554
velvet hammer #2,cream,22.2,555
velvet hammer #2,banana,5,556
velvet hammer #2,sugar,100,557
velvet hammer #1,creme de cacao,11.1,558
velvet hammer #1,vodka,44.25,559
velvet hammer #1,cream,11.1,560
velvet crush,gin,59,561
velvet crush,kool-aid,100,562
"vegan - hot indian ""milk"" drink",soy milk,5,563
"vegan - hot indian ""milk"" drink",ginger,1.85,564
"vegan - hot indian ""milk"" drink",cloves,1.85,565
"vegan - hot indian ""milk"" drink",cinnamon,1.85,566
"vegan - hot indian ""milk"" drink",allspice,1.85,567
"vegan - hot indian ""milk"" drink",sugar,3.7,568
vanilla vargas,ice,236.5,569
vanilla vargas,151 proof rum,29.5,570
vanilla vargas,crown royal,29.5,571
vanilla vargas,vanilla liqueur,118,572
vanilla vargas,pepsi cola,355,573
vanilla liqueur,vanilla,30,574
vanilla liqueur,brandy,5000,575
vanilla liqueur,sugar,257,576
vanilla-coffee liqueur,brown sugar,385.5,577
vanilla-coffee liqueur,sugar,257,578
vanilla-coffee liqueur,water,514,579
vanilla-coffee liqueur,coffee,128.5,580
vanilla-coffee liqueur,vodka,771,581
vanilla-coffee liqueur,vanilla,5,582
van vleet,light rum,88.5,583
van vleet,maple syrup,29.5,584
van vleet,lemon juice,29.5,585
valencia cocktail,apricot brandy,44.25,586
valencia cocktail,orange juice,11.1,587
valencia cocktail,orange bitters,1.8,588
vaina,sherry,600,589
vaina,chocolate liqueur,300,590
vaina,cognac,300,591
vaina,powdered sugar,22.2,592
vaina,egg yolk,10,593
utar,light rum,29.5,594
utar,dark rum,29.5,595
utar,lemonade,29.5,596
utar,151 proof rum,29.5,597
utar,spiced rum,29.5,598
urine sample #2,galliano,3.33333333333333,599
urine sample #2,midori melon liqueur,3.33333333333333,600
urine sample #2,vodka,3.33333333333333,601
urine sample,galliano,14.75,602
urine sample,sambuca,14.75,603
urine,gin,59,604
urine,lime juice,29.5,605
urine,club soda,88.5,606
urban violence,tropicana,5,607
urban violence,malibu rum,29.5,608
urban violence,vodka,29.5,609
urban violence,blue curacao,22.125,610
unknown warrior,sugar,10,611
unknown warrior,cointreau,30,612
unknown warrior,vodka,30,613
union jack cocktail,gin,44.25,614
union jack cocktail,sloe gin,22.125,615
union jack cocktail,grenadine,1.85,616
unabomber,gin,7.375,617
unabomber,vodka,7.375,618
unabomber,triple sec,7.375,619
unabomber,lime juice,7.375,620
umbrella man special,vodka,60,621
umbrella man special,kahlua,60,622
umbrella man special,bailey's irish cream,60,623
umbrella man special,grand marnier,60,624
umbrella man special,drambuie,60,625
ultimate margarita,tequila,29.5,626
ultimate margarita,cointreau,29.5,627
ultimate margarita,sweet and sour,29.5,628
ultimate margarita,lime,2.5,629
ulanda cocktail,gin,44.25,630
ulanda cocktail,anis,0.925,631
ulanda cocktail,triple sec,22.125,632
ugly,tomato juice,59,633
ugly,beer,177,634
typhoon,champagne,100,635
typhoon,gin,29.5,636
typhoon,anisette,14.75,637
typhoon,lime juice,29.5,638
twister,vodka,59,639
twister,lemon-lime soda,100,640
twister,lime,100,641
twisted screw,vodka,59,642
twisted screw,orange juice,118,643
twisted screw,tropicana,100,644
twinkle my lights,chambord raspberry liqueur,22.125,645
twinkle my lights,amaretto,29.5,646
twinkle my lights,7-up,29.5,647
twin hills,blended whiskey,44.25,648
twin hills,lemon juice,5.55,649
twin hills,lime juice,5.55,650
twin hills,benedictine,7.4,651
twin hills,sugar,3.7,652
twin hills,lemon,10,653
twenty thousand leagues,ice,100,654
twenty thousand leagues,gin,44.25,655
twenty thousand leagues,dry vermouth,29.5,656
twenty thousand leagues,pernod,3.7,657
twenty thousand leagues,orange bitters,1.8,658
twains orgasm,peach schnapps,20,659
twains orgasm,bailey's irish cream,10,660
tuxedo cocktail,dry vermouth,44.25,661
tuxedo cocktail,gin,44.25,662
tuxedo cocktail,maraschino liqueur,0.925,663
tuxedo cocktail,anis,0.925,664
tuxedo cocktail,orange bitters,1.8,665
tuxedo cocktail,cherry,10,666
turkeyball,wild turkey,29.5,667
turkeyball,amaretto,22.125,668
turkeyball,pineapple juice,3.7,669
turf cocktail,dry vermouth,29.5,670
turf cocktail,gin,29.5,671
turf cocktail,anis,0.925,672
turf cocktail,bitters,1.8,673
turf cocktail,orange peel,150,674
tummy blower,bailey's irish cream,283.8,675
tummy blower,7-up,189.2,676
truck punch,bourbon,10,677
truck punch,apple schnapps,10,678
truck punch,cinnamon schnapps,5,679
truck punch,squirt,20,680
tropical teaser,dark rum,29.5,681
tropical teaser,amaretto,14.75,682
tropical teaser,grapefruit juice,118,683
tropical storm jack,absolut kurant,7.375,684
tropical storm jack,coconut rum,29.5,685
tropical storm jack,chambord raspberry liqueur,7.375,686
tropical storm jack,grenadine,3.7,687
tropical storm jack,pineapple juice,100,688
tropical lifesaver #1,midori melon liqueur,22.125,689
tropical lifesaver #1,malibu rum,22.125,690
tropical lifesaver #1,pineapple juice,100,691
tropical life saver #2,midori melon liqueur,22.125,692
tropical life saver #2,malibu rum,22.125,693
tropical life saver #2,absolut citron,14.75,694
tropical life saver #2,pineapple juice,59,695
tropical life saver #2,sour mix,29.5,696
tropical life saver #2,7-up,3.7,697
tropical dream,malibu rum,3.33333333333333,698
tropical dream,blue curacao,3.33333333333333,699
tropical dream,pineapple juice,3.33333333333333,700
tropical cocktail,dry vermouth,22.125,701
tropical cocktail,creme de cacao,22.125,702
tropical cocktail,maraschino liqueur,22.125,703
tropical cocktail,bitters,0.9,704
tropical,grenadine,20,705
tropical,mint syrup,20,706
tropical,milk,100,707
tripwire,vodka,3785,708
tripwire,lemonade,355,709
tripwire,lemon,30,710
tripwire,water,13247.5,711
tripple pleasure,vodka,29.5,712
tripple pleasure,tequila,29.5,713
tripple pleasure,yukon jack,29.5,714
tripple pleasure,cranberry juice,59,715
tripple pleasure,orange juice,59,716
tripple pleasure,pineapple juice,59,717
triplesex,vodka,59,718
triplesex,triple sec,59,719
triplesex,sweet and sour,88.5,720
triplesex,pineapple juice,100,721
triple asp,absolut vodka,20,722
triple asp,absolut citron,20,723
triple asp,absolut kurant,20,724
triple asp,sprite,100,725
trinity cocktail,dry vermouth,22.125,726
trinity cocktail,sweet vermouth,22.125,727
trinity cocktail,gin,22.125,728
